area_sqft,bedrooms,bathrooms,age_years,waterfront,floors,condition,grade,price
1100,3,1.0,63,0,1.0,3,7,392500.0
3240,4,2.25,46,0,2.0,4,9,1065000.0
1290,2,2.5,15,0,3.0,3,8,350500.0
3810,4,3.5,76,0,2.0,3,9,825000.0
1500,4,1.0,70,0,1.5,3,6,235000.0
2660,3,2.0,39,0,1.0,4,8,650000.0
2400,4,3.0,50,0,1.0,4,7,675000.0
1860,4,1.0,59,0,1.0,4,7,265000.0
1450,2,1.0,90,0,1.0,3,7,822500.0
2260,3,2.75,59,0,2.0,4,8,705000.0
5540,6,4.75,105,0,2.5,4,11,2630000.0
1300,2,1.5,71,0,1.0,3,7,685000.0
1610,4,2.0,68,0,2.0,5,7,630000.0
3820,4,3.25,24,0,2.0,4,11,1250000.0
1820,4,2.5,39,0,1.0,3,8,359000.0
5820,4,5.0,22,0,2.0,3,11,784500.0
2470,3,2.0,53,0,2.0,3,9,850000.0
3040,3,2.5,9,0,2.0,3,9,410000.0
1120,4,1.75,48,0,1.0,4,7,252000.0
1880,5,1.75,59,0,1.0,4,7,618000.0
1070,3,1.0,67,0,1.0,3,6,265000.0
1560,3,2.0,45,0,1.0,3,8,465000.0
870,2,1.0,68,0,1.0,3,6,240000.0
1000,3,1.0,55,0,1.0,3,7,217000.0
2520,4,2.25,105,0,1.5,4,7,415000.0
1700,2,2.0,34,0,1.0,4,7,274000.0
2150,5,3.0,12,0,1.0,3,7,420000.0
1590,4,2.75,90,0,1.5,4,8,1062500.0
4670,4,5.25,25,0,2.0,3,12,1415000.0
1800,3,2.0,72,0,1.0,4,7,618500.0
1670,3,1.5,59,0,1.0,4,8,295000.0
1010,3,2.0,35,0,1.0,3,8,400000.0
2550,3,2.5,13,0,2.0,3,8,595000.0
3700,4,3.0,38,0,1.0,4,10,1728000.0
1350,3,1.75,27,0,1.0,3,7,261000.0
1660,5,2.5,85,0,1.5,5,8,780000.0
1390,3,1.5,67,0,1.0,3,7,589000.0
1720,3,1.75,34,0,1.0,4,7,230000.0
2980,4,3.5,8,0,2.5,3,10,690000.0
2190,4,2.25,34,0,2.0,3,8,524000.0
1230,2,2.5,3,0,2.0,3,7,380000.0
1000,3,1.0,69,0,1.0,4,7,357500.0
2500,3,2.0,20,0,1.0,3,8,330000.0
2240,5,1.75,95,0,1.0,4,7,635000.0
2820,9,3.0,97,0,2.0,3,7,934000.0
1400,2,1.75,10,0,2.0,3,8,358500.0
1470,3,1.5,59,0,1.0,3,8,401000.0
1820,3,2.0,23,0,1.0,3,8,270000.0
2060,4,2.0,60,0,1.0,4,8,705000.0
1670,3,2.0,26,0,1.0,3,7,325000.0
1540,3,1.0,105,0,1.0,4,7,384950.0
1210,3,1.0,61,0,1.0,4,7,310000.0
3430,4,2.5,22,0,2.0,3,10,829950.0
2550,3,2.5,13,0,2.0,3,7,353000.0
1060,2,1.0,33,0,1.0,3,7,170500.0
3670,4,2.5,15,0,2.0,3,10,885250.0
4420,4,3.25,13,1,2.0,3,11,2700000.0
1550,3,1.5,57,0,1.0,5,7,245000.0
1190,3,2.5,6,0,3.0,3,8,469000.0
1300,3,1.0,87,0,1.5,3,7,455000.0
2430,4,2.5,12,0,2.0,3,8,305000.0
4290,7,4.5,32,0,1.5,5,10,840000.0
3500,5,3.5,18,0,2.0,3,10,905000.0
1680,3,2.0,46,0,1.5,4,7,219200.0
1250,3,1.5,50,0,1.0,3,7,455000.0
1020,2,1.0,74,0,1.0,3,6,195000.0
1510,3,1.0,112,0,2.0,3,8,799000.0
910,2,1.0,66,0,1.0,4,6,285000.0
1320,3,1.5,35,0,1.0,3,7,300000.0
900,2,1.0,96,0,1.0,3,5,83000.0
890,2,1.0,87,0,1.0,4,7,220000.0
1240,2,2.5,28,0,2.0,3,7,174500.0
2960,4,2.5,28,0,2.0,3,9,695000.0
1020,3,1.5,55,0,1.0,3,7,255000.0
2590,5,2.25,42,0,1.0,3,8,539000.0
1100,2,1.0,90,0,1.0,3,7,552700.0
1300,3,1.0,62,0,1.0,4,6,571500.0
1200,3,1.0,65,0,1.0,3,6,263700.0
1390,2,2.0,28,0,2.0,3,7,186950.0
1430,3,1.75,29,0,2.0,3,8,520000.0
1250,3,1.5,45,0,1.0,4,7,358000.0
840,2,0.75,66,0,1.0,2,6,210000.0
2060,4,2.25,31,0,2.0,3,8,543000.0
2000,4,2.25,55,0,1.0,3,7,330000.0
1530,3,2.0,107,0,1.0,3,7,529000.0
700,1,1.0,107,0,1.0,4,7,295000.0
950,3,1.0,52,0,1.0,3,7,365000.0
1380,3,3.0,9,0,3.0,3,8,473000.0
1830,3,1.0,54,0,1.0,3,8,403500.0
1790,3,1.5,104,0,1.5,3,7,544000.0
1340,3,1.0,87,0,1.5,4,7,621000.0
1520,3,2.25,106,0,2.0,3,8,672600.0
1370,2,1.75,65,0,1.0,3,7,689800.0
1470,3,1.5,97,0,1.0,4,7,613000.0
2500,4,2.25,27,0,2.0,4,9,808000.0
1060,3,1.0,58,0,1.0,4,7,301000.0
1210,3,1.75,27,0,1.0,4,7,340000.0
920,3,1.0,51,0,1.0,3,7,206000.0
1340,3,1.5,54,0,1.0,4,7,550000.0
960,2,1.0,102,0,1.5,2,6,325000.0
1630,3,2.5,28,0,2.0,3,8,475000.0
1840,3,1.75,38,0,1.0,3,8,432100.0
3085,3,2.0,56,0,1.0,4,7,359000.0
920,3,1.0,89,0,1.0,4,6,490000.0
2260,4,1.75,67,0,1.0,4,7,648360.0
1730,3,1.75,96,0,1.0,5,6,340000.0
1610,3,2.0,60,0,1.0,5,7,545000.0
550,2,0.75,62,0,1.0,3,5,115000.0
2400,3,2.25,47,0,1.0,4,8,705640.0
1960,3,2.25,11,0,2.0,3,7,300000.0
3190,4,2.75,65,0,1.0,4,9,1650000.0
3160,4,3.5,16,0,2.0,3,8,1137500.0
1550,3,1.75,70,0,1.5,5,7,280000.0
1930,4,1.75,33,0,1.0,4,8,245000.0
1170,4,1.0,89,0,1.5,4,7,564000.0
2520,3,1.75,60,0,1.0,5,9,849000.0
1220,3,1.75,51,0,1.0,4,7,698000.0
960,3,1.0,43,0,1.0,3,7,319000.0
4110,3,3.5,15,0,1.0,3,10,1450000.0
3310,4,3.5,22,0,2.0,5,9,695000.0
2220,4,2.75,64,0,1.0,5,7,680000.0
2250,4,2.25,29,0,2.0,3,8,287500.0
1510,3,3.25,13,0,2.0,3,8,465000.0
1350,3,1.0,33,0,1.0,4,6,335000.0
2420,4,1.75,33,0,1.0,4,8,602000.0
2950,3,2.5,12,0,2.0,3,8,482000.0
1260,5,1.0,96,0,1.5,3,7,220000.0
1700,4,2.0,36,0,1.0,3,6,206000.0
3320,4,3.0,61,0,2.0,3,9,1100000.0
1470,3,2.5,12,0,2.0,3,7,491150.0
2500,4,2.75,39,0,1.0,3,8,390000.0
2641,4,2.5,17,0,2.0,3,7,393000.0
2260,4,2.0,22,0,2.0,3,9,635000.0
1160,2,1.0,77,0,1.0,4,8,490000.0
3680,4,3.5,84,0,2.5,3,9,770000.0
1615,2,2.0,108,0,1.5,5,8,665000.0
1250,3,1.0,49,0,1.0,3,7,287000.0
1230,3,1.0,90,0,1.0,3,7,410000.0
2510,3,2.0,90,0,1.0,5,8,562000.0
1540,2,2.0,31,0,2.0,3,7,475000.0
1860,3,3.25,13,0,3.0,3,8,387500.0
2700,5,2.0,52,0,1.0,4,7,580000.0
3290,3,2.5,14,0,2.0,3,10,930000.0
2700,3,1.75,67,0,1.0,4,7,625000.0
1570,3,2.0,15,0,1.0,3,8,325000.0
1950,3,1.75,54,0,1.0,3,7,235000.0
1380,2,1.0,83,0,1.0,4,8,450000.0
2410,4,2.75,106,0,1.5,5,8,745000.0
1200,4,2.0,53,0,1.0,4,7,223000.0
1770,4,1.75,77,0,1.0,3,7,630000.0
1540,3,2.5,6,0,3.0,3,8,413450.0
2860,5,2.75,9,0,2.0,3,9,720000.0
1740,3,1.5,42,0,1.0,4,7,339000.0
2830,4,3.5,96,0,1.5,3,7,1115500.0
4280,5,4.0,18,0,2.0,3,10,839000.0
3890,4,3.25,91,1,2.0,5,10,2950000.0
2340,4,2.0,48,0,1.0,4,7,568000.0
1410,3,2.0,21,0,1.0,3,7,269000.0
1350,2,2.0,41,0,1.0,4,8,382000.0
1100,2,2.25,6,0,2.0,3,8,574000.0
2070,3,2.5,12,0,2.0,3,7,405000.0
2360,3,2.5,27,0,1.0,3,8,572000.0
2760,4,2.25,38,0,2.0,4,9,675000.0
1220,4,1.0,70,0,1.5,3,6,165000.0
1220,4,1.0,71,0,1.5,3,6,260000.0
1220,3,1.0,62,0,1.0,3,6,196000.0
3020,3,2.5,12,0,2.0,3,8,515000.0
3470,4,3.5,35,0,2.0,3,8,810000.0
2380,4,2.25,38,0,2.0,4,8,365650.0
2260,3,3.0,12,0,2.0,3,8,651000.0
720,2,1.0,71,0,1.0,3,6,240000.0
1730,3,2.0,10,0,1.0,3,8,299000.0
2660,3,2.5,26,0,2.0,3,9,768000.0
1030,2,1.0,90,0,1.0,3,6,397380.0
2890,4,3.0,69,0,1.0,3,7,476000.0
890,3,1.0,58,0,1.0,3,7,315000.0
1410,3,2.25,34,0,1.0,3,7,240000.0
810,2,1.0,73,0,1.0,4,6,325000.0
1370,3,1.75,24,0,2.0,3,7,160000.0
2260,3,2.5,8,0,2.0,3,8,435000.0
1430,3,1.75,48,0,1.0,4,7,427500.0
2510,5,2.5,31,0,1.0,4,8,450000.0
1760,3,1.5,86,0,1.5,3,8,688000.0
1430,4,1.0,68,0,1.0,3,6,285000.0
1510,3,3.25,8,0,3.0,3,8,530000.0
1320,4,1.75,87,0,1.0,3,7,195000.0
1180,3,1.5,55,0,1.0,5,7,250200.0
1560,3,2.25,38,0,1.0,5,7,1100000.0
2470,3,2.5,26,0,2.0,3,9,732500.0
2190,3,2.25,27,0,1.0,3,7,194250.0
1610,4,2.0,49,0,1.0,3,7,526000.0
2700,4,2.75,57,0,2.0,3,7,520000.0
1530,3,1.75,56,0,1.0,3,7,526000.0
7320,5,4.0,22,0,2.0,3,11,1135250.0
920,2,1.0,64,0,1.0,4,6,202000.0
2990,4,2.5,14,0,2.0,3,9,645500.0
720,1,1.0,110,1,1.0,4,6,570000.0
1750,3,2.0,79,0,1.5,4,5,325000.0
2410,2,1.0,7,0,2.0,3,9,725000.0
1240,3,1.75,27,0,1.0,3,6,192000.0
1010,2,1.0,54,0,1.0,4,7,560000.0
2770,5,2.75,35,0,1.0,3,7,283450.0
2800,4,1.75,90,0,1.0,3,9,863000.0
1400,4,2.0,28,0,2.0,3,7,815000.0
1020,2,1.0,73,0,1.0,5,6,245000.0
2860,4,3.0,61,0,1.0,4,8,1315000.0
4270,4,3.5,20,0,2.0,3,10,1156000.0
2270,3,2.5,15,0,2.0,3,7,480000.0
2560,4,2.5,13,0,2.0,3,7,600000.0
900,2,1.0,58,0,1.0,4,6,329950.0
2010,4,2.5,28,0,2.0,3,8,299500.0
1690,3,2.5,73,0,1.0,3,7,460000.0
2310,5,3.5,15,0,2.0,3,8,515000.0
1520,3,2.25,10,0,3.0,3,8,405000.0
1220,4,1.5,87,0,1.5,3,7,483000.0
2170,4,2.5,23,0,2.0,3,8,377000.0
2790,4,1.75,58,0,1.0,3,7,568000.0
1760,2,1.75,88,0,1.0,4,7,355000.0
2100,4,1.75,103,0,1.5,4,7,640000.0
1430,4,1.0,68,0,1.0,3,6,270000.0
2450,5,3.5,10,0,2.0,3,9,559950.0
1820,4,3.0,45,0,1.0,3,7,515000.0
1850,4,1.75,60,0,1.0,3,7,352000.0
1870,3,1.75,56,0,1.0,5,9,595888.0
2580,4,2.25,37,0,2.0,3,8,588000.0
3680,4,3.25,56,0,1.0,5,10,1050000.0
1750,3,1.5,31,0,2.0,3,8,260000.0
3890,4,3.5,10,0,2.0,3,9,1600000.0
1000,2,1.0,63,0,1.0,3,6,380000.0
2210,2,2.5,11,0,1.0,3,8,802000.0
2850,4,3.25,109,0,2.5,5,10,1325000.0
2460,4,2.75,108,0,2.0,3,8,710000.0
2630,3,2.5,10,0,2.0,3,9,600000.0
1750,3,1.0,85,0,2.0,4,7,707900.0
1100,2,1.0,32,0,1.0,3,7,179950.0
2620,4,2.5,24,0,2.0,3,9,683000.0
1200,3,2.0,19,0,1.0,3,7,222400.0
1920,2,1.5,102,0,1.0,4,7,517000.0
1690,3,2.75,29,0,1.0,5,7,410000.0
1680,3,1.75,62,0,1.0,4,7,480000.0
3440,3,1.75,41,0,1.5,5,8,430000.0
2190,5,1.75,36,0,1.0,3,7,439950.0
3270,4,2.5,17,0,2.0,3,10,797500.0
1280,4,1.5,94,0,1.5,5,7,379000.0
1310,1,1.0,96,0,1.5,1,6,575000.0
1660,3,1.0,53,0,1.0,4,7,247500.0
2700,4,2.75,30,0,2.0,3,9,385000.0
1940,4,1.75,73,0,1.0,4,7,423000.0
1520,3,1.75,61,0,1.0,3,7,550000.0
1620,4,1.0,87,0,1.5,3,7,415000.0
2090,3,2.25,62,0,1.0,5,8,693000.0
1070,2,1.0,105,0,1.0,5,7,543000.0
2000,5,1.75,62,0,1.0,3,7,465000.0
1020,3,2.5,11,0,2.0,3,7,280000.0
2400,3,1.25,22,0,3.0,3,11,1388000.0
2480,6,3.0,43,0,2.0,3,8,665000.0
1310,3,1.75,55,0,1.0,5,6,237950.0
2420,4,2.75,53,0,1.0,3,8,440000.0
1890,2,1.0,87,0,1.0,4,7,618000.0
1860,3,2.25,94,0,1.5,5,7,572000.0
2500,3,1.5,74,0,1.5,3,7,725000.0
1970,3,1.0,44,0,1.0,4,7,454000.0
1660,4,1.0,95,0,1.5,4,7,535000.0
1850,3,2.5,35,0,1.0,3,7,249000.0
1970,4,2.75,53,0,1.0,4,8,395000.0
1890,3,2.0,60,0,1.0,4,8,690000.0
1310,3,1.5,86,0,1.0,4,7,526500.0
1870,4,1.5,58,0,2.0,3,7,325000.0
1520,3,3.0,67,0,2.0,5,7,495000.0
3070,5,3.0,3,0,2.0,3,9,825000.0
1400,3,1.5,104,0,1.5,4,7,383000.0
1960,3,1.75,61,0,1.0,3,7,320000.0
2680,3,2.5,25,0,1.0,3,7,475000.0
2030,3,2.5,21,0,2.0,3,7,275000.0
2320,2,2.25,77,0,1.5,5,9,1150000.0
1760,3,1.75,55,0,1.0,5,8,455000.0
1870,5,1.0,52,0,1.0,3,7,262000.0
1280,4,1.0,64,0,1.0,3,7,390000.0
1730,3,2.25,29,0,1.0,4,8,300000.0
2060,3,1.75,50,0,1.0,3,9,746300.0
1030,3,1.5,62,0,1.0,4,7,267000.0
1720,3,2.5,43,0,1.5,4,7,525000.0
1210,3,1.75,38,0,1.0,3,7,570000.0
2620,4,2.25,50,0,1.0,4,7,360000.0
1860,3,1.0,68,0,1.0,4,6,1052000.0
2510,3,2.5,11,0,2.0,3,9,699950.0
2040,4,2.5,41,0,1.5,4,8,375000.0
2410,4,1.75,90,0,1.0,4,7,625000.0
780,2,1.0,86,0,1.0,4,7,464050.0
2210,5,2.5,38,0,1.0,3,8,470000.0
1590,4,2.0,47,0,1.0,3,7,330000.0
2230,4,1.75,47,0,1.0,4,7,537000.0
1560,3,2.0,39,0,1.0,5,7,250000.0
2950,4,2.5,29,0,2.0,3,10,835000.0
1480,4,1.0,103,0,1.5,4,7,770000.0
2850,4,2.0,104,0,1.5,3,7,650000.0
2390,3,1.75,61,0,1.0,3,7,335000.0
1740,3,1.75,49,0,1.0,4,7,350000.0
2060,5,2.75,36,0,1.0,4,7,415000.0
2680,4,2.5,37,0,2.0,4,8,788000.0
3150,4,2.75,99,0,1.5,4,7,640000.0
2440,4,2.5,21,0,2.0,3,8,388000.0
2230,6,1.75,45,0,1.0,3,7,360000.0
2230,6,1.75,46,0,1.0,3,7,692500.0
1600,4,1.5,68,0,1.5,3,6,425000.0
1600,4,1.5,69,0,1.5,3,6,645000.0
1580,3,1.0,67,0,1.5,3,7,340000.0
2840,4,3.25,31,0,1.0,4,8,713000.0
2550,3,2.75,20,0,2.0,3,8,430000.0
1700,3,2.25,41,0,1.0,4,7,280000.0
1470,3,2.0,29,0,1.5,3,7,215000.0
1680,3,2.5,30,0,2.0,3,8,306000.0
1110,3,1.0,35,0,1.0,3,7,299900.0
2120,5,1.75,55,0,1.0,3,7,534000.0
2380,3,2.75,75,0,2.0,3,9,1160000.0
2670,3,2.5,72,0,2.0,5,9,1165000.0
890,2,1.0,79,0,1.0,3,6,199990.0
3140,4,3.0,25,0,1.0,3,9,946000.0
1260,4,1.0,68,0,1.5,3,7,295000.0
920,2,1.0,106,0,1.0,3,6,475000.0
2990,5,3.5,21,0,2.0,3,8,750000.0
3120,4,2.5,40,1,2.0,4,9,1225000.0
1010,3,1.0,40,0,1.0,4,6,183500.0
1010,2,1.0,91,0,1.0,4,6,450000.0
1020,3,1.0,54,0,1.5,3,7,180000.0
3540,5,4.5,89,0,2.0,4,8,707000.0
900,2,0.75,76,0,1.0,3,6,230000.0
1100,3,1.0,48,0,1.0,4,7,192500.0
1990,3,2.5,9,0,2.0,3,7,309000.0
1980,3,1.5,65,0,1.0,4,8,759000.0
4040,4,3.75,13,0,2.0,3,11,1115000.0
1250,5,1.75,48,0,1.0,4,7,462000.0
1820,4,1.5,94,0,1.5,3,7,229000.0
1140,2,2.25,15,0,2.0,3,8,399950.0
1730,5,2.0,72,0,1.0,4,5,325000.0
1170,2,2.25,7,0,3.0,3,8,512000.0
2910,5,2.75,8,0,2.0,3,7,410000.0
970,2,1.0,58,0,1.0,3,7,210000.0
2130,4,2.25,39,0,1.0,4,7,325000.0
2520,3,2.5,36,0,1.0,3,8,685000.0
1360,2,2.0,70,0,1.0,3,7,488000.0
1620,3,2.25,17,0,1.0,3,7,247500.0
2120,4,2.0,74,0,1.0,4,7,489000.0
2700,4,1.75,61,0,1.0,4,8,725000.0
1370,3,1.5,57,0,1.5,3,6,199950.0
2520,5,3.0,42,0,2.0,3,8,670000.0
1540,3,2.0,47,0,1.0,4,7,275000.0
2610,3,1.75,91,0,2.0,3,8,1000000.0
1490,3,2.0,30,0,1.5,3,7,255000.0
2760,3,1.75,54,0,1.0,3,7,465000.0
1260,3,1.75,3,0,1.0,3,7,259000.0
2630,3,3.5,6,0,2.0,3,9,695000.0
1800,3,1.75,39,0,1.0,3,7,505000.0
1130,2,1.0,87,0,1.0,4,8,631500.0
1180,3,1.0,88,0,1.5,3,7,630500.0
2800,4,2.75,22,0,2.0,3,10,999000.0
1830,3,1.5,104,0,1.0,4,7,740000.0
2220,3,2.5,83,0,1.5,4,8,650000.0
1870,2,2.0,10,0,1.0,3,8,554000.0
2580,3,2.5,68,0,1.5,3,8,400000.0
1660,3,2.0,54,0,1.0,4,7,529941.0
1330,3,1.0,111,0,1.5,3,6,310000.0
1330,3,1.0,112,0,1.5,3,6,389000.0
2630,3,3.0,8,0,2.0,3,9,731781.0
1100,2,1.0,69,0,1.0,3,7,502501.0
1810,3,1.75,46,0,1.0,4,7,443000.0
2060,3,2.0,93,0,1.0,5,7,607000.0
4660,3,3.5,105,0,2.0,5,10,2147500.0
2370,4,2.5,39,0,1.0,3,8,585000.0
2430,3,2.5,25,0,2.0,3,9,1027000.0
1880,3,2.5,21,0,2.0,3,8,315000.0
1150,2,1.0,56,0,1.0,4,6,180000.0
1350,3,2.0,25,0,1.0,3,7,322500.0
2180,3,2.75,33,0,1.0,4,7,568500.0
3370,4,2.75,66,0,1.0,4,8,813000.0
3650,5,2.25,39,0,1.0,4,10,1085000.0
2100,4,2.0,49,0,2.0,3,8,424000.0
670,2,1.0,111,0,1.0,3,6,235000.0
2420,3,3.5,107,0,2.0,5,9,740000.0
760,1,1.0,114,0,1.0,3,7,415000.0
2200,3,2.75,32,0,1.0,3,6,432000.0
4410,5,3.25,25,0,2.0,3,12,1268890.0
1300,3,1.75,53,0,1.0,3,8,676500.0
720,2,1.0,71,0,1.0,4,6,419000.0
2180,3,2.5,17,0,2.0,3,9,650000.0
1130,2,1.0,60,0,1.0,4,7,239000.0
2230,4,2.5,79,0,2.0,5,8,900000.0
2100,5,1.75,34,0,1.0,3,7,330000.0
2060,3,1.75,32,0,1.0,3,8,510000.0
3060,4,2.5,2,0,2.0,3,9,465000.0
2810,3,2.75,40,1,2.0,4,10,1700000.0
2550,3,2.25,25,0,1.0,3,9,490000.0
4290,5,3.0,29,0,2.0,4,11,2680000.0
3040,3,2.25,9,0,1.0,3,9,1000000.0
2530,4,2.75,17,0,2.0,3,8,469950.0
1300,3,1.75,89,0,1.5,3,7,536000.0
1790,4,2.5,49,0,1.0,4,7,244950.0
1530,3,1.0,87,0,1.0,4,7,575000.0
2380,5,2.75,31,0,1.0,3,7,361000.0
2400,5,2.25,58,0,1.0,5,7,650000.0
1030,2,1.0,64,0,1.0,2,7,230005.0
3250,4,2.5,41,0,1.0,3,9,293000.0
1970,3,3.0,4,0,1.0,3,8,445000.0
1940,4,1.5,60,0,1.0,3,7,280000.0
1850,3,2.25,29,0,1.0,3,8,520000.0
3900,4,3.25,23,0,2.0,3,10,780000.0
3160,3,1.75,36,0,1.0,4,8,625000.0
1440,3,1.75,29,0,1.0,3,7,239950.0
2040,3,1.5,57,0,1.0,3,7,335000.0
2120,3,2.5,26,0,2.0,3,8,612000.0
830,2,1.0,60,0,1.0,3,6,200000.0
3140,3,1.75,29,0,1.0,4,8,345000.0
2410,4,2.5,41,0,1.0,3,8,520000.0
2190,4,2.25,96,0,2.0,3,8,855000.0
2190,4,1.75,65,0,1.0,3,7,567500.0
1210,3,1.5,47,0,1.0,4,7,208000.0
1880,3,1.75,92,0,1.0,3,7,452000.0
2410,3,3.0,26,0,2.0,3,9,555000.0
2620,5,2.75,35,0,1.0,5,8,519000.0
1850,3,2.25,1,0,2.0,3,9,474950.0
1760,3,2.25,25,0,1.0,3,7,419000.0
860,2,1.0,105,0,1.0,3,7,390000.0
2620,7,2.25,53,0,2.0,4,7,539000.0
2400,4,1.75,58,0,1.0,5,8,569000.0
1850,3,1.0,92,0,1.5,3,7,611000.0
4040,3,2.5,10,0,2.0,3,9,760000.0
1940,3,2.0,60,0,1.0,5,9,732000.0
3490,3,2.5,75,1,2.0,4,9,1675000.0
3170,5,2.75,0,0,2.0,3,9,919950.0
2530,4,2.5,36,0,1.0,3,7,400000.0
3230,4,2.5,21,0,2.0,3,9,785000.0
2120,3,2.25,50,0,2.0,4,9,835000.0
1640,2,1.75,76,0,1.0,4,8,640500.0
2130,4,2.5,27,0,2.0,3,8,310000.0
1440,4,1.0,45,0,1.5,3,7,355000.0
1940,3,1.75,54,0,1.0,4,8,685000.0
1120,3,1.0,71,0,1.0,3,6,202500.0
2400,3,2.5,17,0,2.0,3,8,540000.0
1810,4,2.5,15,0,2.0,3,8,295000.0
1270,3,1.0,88,0,1.5,3,7,518000.0
1350,2,1.75,10,0,1.0,3,7,250000.0
1550,2,2.0,42,0,1.5,2,7,330000.0
1620,2,1.0,90,0,1.0,4,7,481000.0
2650,3,2.25,37,0,1.0,3,9,898000.0
2510,5,1.75,45,0,1.5,3,8,570000.0
2040,4,2.5,18,0,2.0,3,8,475000.0
1660,3,2.5,27,0,2.0,4,8,265000.0
1980,3,2.5,30,1,2.0,3,10,380000.0
2690,4,2.5,27,0,2.0,4,9,790000.0
2910,2,2.25,30,0,2.0,4,9,620000.0
2720,4,3.5,17,0,2.0,3,8,709050.0
1280,3,1.0,66,0,1.0,3,7,296500.0
2160,3,2.5,32,0,2.0,3,8,475000.0
1760,3,2.25,38,0,1.0,4,8,440000.0
800,2,1.0,72,0,1.0,3,6,405000.0
930,2,1.0,72,0,1.0,3,6,269500.0
2040,5,1.75,53,0,1.0,4,7,520000.0
1180,1,1.0,66,0,1.0,3,6,229500.0
2000,4,1.75,53,0,1.0,4,7,335000.0
3310,4,2.75,16,0,2.0,3,9,680000.0
3130,4,3.5,7,0,2.0,3,9,1389000.0
2300,4,2.5,53,0,1.0,3,8,740000.0
2140,3,2.25,53,0,1.0,4,8,270000.0
2210,4,2.0,104,0,1.5,3,7,510000.0
970,2,1.0,65,0,1.0,3,6,300000.0
2690,5,2.25,59,0,1.0,4,8,1298890.0
1890,4,2.0,74,0,1.5,4,7,675000.0
3140,6,3.25,23,0,2.0,3,10,925850.0
1440,2,1.0,49,0,1.0,4,7,255500.0
2910,3,2.5,25,0,2.0,3,10,450000.0
1310,3,1.0,46,0,1.0,3,7,280000.0
2140,4,2.25,52,0,2.0,4,7,245000.0
1090,3,1.0,43,0,1.0,4,7,344950.0
1330,3,1.75,45,0,1.0,3,7,381000.0
4690,4,4.0,13,0,2.0,3,11,1945000.0
1910,3,1.5,60,0,1.0,1,8,1500000.0
1750,3,1.75,38,0,2.0,4,7,232603.0
1760,5,2.5,89,0,1.5,3,6,220000.0
1810,4,1.75,37,0,1.0,5,8,600000.0
1360,3,2.5,20,0,2.0,3,7,239000.0
1730,3,1.75,53,0,1.0,3,8,400000.0
4710,6,2.75,83,0,2.0,3,10,2180000.0
1010,3,1.0,61,0,1.0,5,7,350000.0
2400,3,2.5,31,0,2.0,5,8,562000.0
1540,3,1.5,46,0,1.0,5,7,380000.0
1480,4,1.75,87,0,1.0,3,7,511200.0
2520,4,2.5,10,0,2.0,3,9,680000.0
1210,3,3.25,12,0,2.0,3,8,350000.0
2670,5,2.5,35,0,1.0,3,8,410000.0
3030,4,2.5,26,0,1.5,4,10,1050000.0
1440,3,2.0,12,0,1.0,3,8,391265.0
3250,4,2.25,35,0,2.0,3,9,1410000.0
1750,3,2.0,59,0,1.0,5,7,575000.0
2120,4,1.5,41,0,2.0,3,7,316000.0
1050,3,1.0,96,0,1.5,3,7,165000.0
1950,3,2.25,103,0,1.5,5,8,850000.0
1020,3,1.0,114,0,1.0,3,5,210000.0
1820,4,2.5,39,0,1.0,4,7,325000.0
2390,4,2.5,26,0,2.0,3,8,682000.0
1400,3,2.5,27,0,2.0,4,7,430000.0
1540,3,1.5,55,0,1.0,4,7,325500.0
2370,3,1.75,60,0,1.0,3,7,385000.0
670,1,1.0,110,0,1.0,5,6,435000.0
2420,4,1.0,69,0,2.0,4,7,550000.0
1000,3,1.0,84,0,1.0,4,6,400000.0
2100,4,2.75,36,0,1.0,5,7,503000.0
2800,4,2.5,11,0,2.0,3,8,676000.0
940,3,1.0,55,0,1.5,4,7,180000.0
1640,3,2.0,104,0,1.5,5,6,234000.0
2760,4,2.5,86,0,1.5,5,7,734200.0
3660,3,3.25,11,0,2.0,3,10,920000.0
3070,4,2.5,64,0,1.0,4,9,1920000.0
1100,3,1.75,45,0,1.0,4,7,224000.0
3130,3,2.75,68,1,1.0,3,8,1400000.0
1320,3,1.0,53,0,1.0,4,6,185000.0
1470,3,1.75,114,0,1.5,5,7,554600.0
1480,3,1.75,34,0,1.0,3,7,268000.0
2260,4,2.25,38,0,1.0,4,8,675000.0
2210,4,2.25,47,0,1.0,4,8,620000.0
1540,3,1.75,47,0,1.0,5,8,396450.0
1910,5,1.75,59,0,1.0,4,7,565000.0
1760,3,1.75,48,0,1.0,3,7,410000.0
2240,4,3.0,100,0,1.5,4,8,1190000.0
2110,3,2.25,30,0,1.0,4,9,716125.0
1396,2,1.0,74,0,1.0,3,7,225000.0
3040,4,2.75,28,0,2.0,3,9,640000.0
1140,2,1.0,94,0,1.0,3,6,374000.0
1780,4,2.0,65,0,1.0,5,7,415000.0
3370,4,2.5,21,0,1.0,5,8,592500.0
1484,3,2.5,11,0,3.0,3,7,365000.0
2230,4,2.5,33,0,1.0,4,7,600000.0
2820,4,2.5,25,0,2.0,4,9,465000.0
1580,3,1.0,39,0,1.0,4,7,254999.0
2040,4,2.5,20,0,2.0,3,7,279000.0
2720,3,2.5,13,0,2.0,3,8,460000.0
1490,4,2.25,9,0,2.0,3,7,507000.0
